Date,Map,Team 1 ID,Team 1 Start Side,Team 1 Score,Team 1 Half 1 Score,Team 1 Half 2 Score,Team 1 Overtime Score,Team 2 ID,Team 2 Start Side,Team 2 Score,Team 2 Half 1 Score,Team 2 Half 2 Score,Team 2 Overtime Score,Match ID
12/17/15,Cache,6220,CT,19,10,5,4,4894,T,17,5,10,2,2299983/epiphany-bolt-vs-aligon-quickshot-arena-19
2/14/16,Inferno,6118,T,16,11,5,0,5005,CT,13,4,9,0,2300789/tempo-storm-vs-complexity-iem-katowice-2016-na-qualifier
2/4/16,Overpass,5974,CT,16,8,8,0,5991,T,12,7,5,0,2300570/clg-vs-envyus-game-show-global-esports-cup-2016-finals
2/4/16,Train,5974,CT,6,5,1,0,5991,T,16,10,6,0,2300570/clg-vs-envyus-game-show-global-esports-cup-2016-finals
2/4/16,Cache,5974,CT,13,9,4,0,5991,T,16,6,10,0,2300570/clg-vs-envyus-game-show-global-esports-cup-2016-finals
2/7/16,Dust2,6614,T,3,2,1,0,6410,CT,16,13,3,0,2300641/ezkatka-vs-neophyte-posk-esports-challenge
2/7/16,Cache,6614,T,12,8,4,0,6410,CT,16,7,9,0,2300641/ezkatka-vs-neophyte-posk-esports-challenge
3/20/16,Overpass,5158,T,19,9,6,4,6294,CT,17,6,9,2,2301500/bravado-vs-aperture-telkom-dgl-masters-2016-cape-town
3/20/16,Mirage,5158,T,16,15,1,0,6294,CT,2,0,2,0,2301500/bravado-vs-aperture-telkom-dgl-masters-2016-cape-town
2/12/16,Mirage,6707,T,7,4,3,0,6425,CT,16,11,5,0,2300754/ronin-vs-tectonic-cevo-gfinity-professional-season-9-placement-na
4/20/16,Dust2,6248,T,16,7,9,0,6747,CT,14,8,6,0,2302205/themongolz-vs-edg-rising-stars-sea-promotional-cup
12/19/15,Dust2,6578,T,17,10,5,2,6582,CT,19,5,10,4,2300019/play-it-cool-all-stars-vs-ant-play-it-cool-csgo-community-challenge
5/8/16,Train,5996,T,16,11,5,0,5922,CT,7,4,3,0,2302570/tsm-vs-dismay-mlg-regional-minor-north-america-qualifier
5/8/16,Cache,5996,T,16,10,6,0,5922,CT,10,5,5,0,2302570/tsm-vs-dismay-mlg-regional-minor-north-america-qualifier
1/22/16,Cobblestone,6472,T,16,13,3,0,6669,CT,3,2,1,0,2300419/rebels-vs-binary-dragons-starladder-regional-minor-championship-cis
8/21/16,Mirage,6998,CT,16,6,10,0,7145,T,12,9,3,0,2304111/inetkoxtv-vs-tengri-ecs-season-2-eu-development-league-open-qualifier-3
11/8/15,Default,6421,CT,11,6,5,0,6110,T,16,9,7,0,2299108/secret-vs-puzzle-sostronk-koth-asia-1
11/8/15,Cache,6421,CT,4,3,1,0,6110,T,16,12,4,0,2299108/secret-vs-puzzle-sostronk-koth-asia-1
11/8/15,Inferno,6421,CT,16,9,7,0,6110,T,7,6,1,0,2299108/secret-vs-puzzle-sostronk-koth-asia-1
11/8/15,Mirage,6421,CT,16,12,4,0,6110,T,6,3,3,0,2299108/secret-vs-puzzle-sostronk-koth-asia-1
6/14/16,Mirage,6222,CT,9,7,2,0,5412,T,16,8,8,0,2303062/k1ck-vs-esuba-operation-kinguin-3
6/14/16,Cobblestone,6222,CT,16,11,5,0,5412,T,9,4,5,0,2303062/k1ck-vs-esuba-operation-kinguin-3
6/14/16,Cache,6222,CT,16,5,11,0,5412,T,11,10,1,0,2303062/k1ck-vs-esuba-operation-kinguin-3
3/3/16,Overpass,6226,T,9,4,5,0,5378,CT,16,11,5,0,2301170/e-fragnet-vs-virtuspro-iem-katowice-2016
11/28/15,Cache,6519,CT,16,9,7,0,6503,T,8,6,2,0,2299553/puzzles-vs-cyberzen-fulcrum-gamers-league
11/28/15,Cobblestone,6519,CT,16,10,6,0,6503,T,6,5,1,0,2299553/puzzles-vs-cyberzen-fulcrum-gamers-league
4/28/16,Train,6408,CT,13,7,6,0,6668,T,16,8,8,0,2302438/arcade-vs-fluffy-gangsters-starladder-minor-cis-cologne-2016
8/18/16,Mirage,6290,T,16,8,8,0,6680,CT,10,7,3,0,2303979/luminosity-vs-echo-fox-sl-i-league-s2-americas-qualifier
8/18/16,Cache,6290,T,16,9,7,0,6680,CT,8,6,2,0,2303979/luminosity-vs-echo-fox-sl-i-league-s2-americas-qualifier
1/21/17,Mirage,7555,T,14,10,4,0,7556,CT,16,5,11,0,2307511/royals-vs-tricksters-dolphin-cs-shoot-em-up-2
1/21/17,Cache,7555,T,16,9,7,0,7556,CT,9,6,3,0,2307511/royals-vs-tricksters-dolphin-cs-shoot-em-up-2
1/21/17,Cobblestone,7555,T,12,7,5,0,7556,CT,16,8,8,0,2307511/royals-vs-tricksters-dolphin-cs-shoot-em-up-2
10/1/16,Overpass,5988,CT,6,3,3,0,7145,T,16,12,4,0,2305216/flipsid3-vs-tengri-adrenaline-cyber-league-finals
10/1/16,Mirage,5988,CT,25,8,7,10,7145,T,22,7,8,7,2305216/flipsid3-vs-tengri-adrenaline-cyber-league-finals
10/1/16,Train,5988,CT,16,7,9,0,7145,T,10,8,2,0,2305216/flipsid3-vs-tengri-adrenaline-cyber-league-finals
8/30/16,Dust2,6587,CT,16,8,8,0,6771,T,13,7,6,0,2304323/remo-brave-vs-progaming-liga-pro-gamersclub-aug-16
8/30/16,Mirage,6587,CT,16,9,7,0,6771,T,9,6,3,0,2304323/remo-brave-vs-progaming-liga-pro-gamersclub-aug-16
10/2/16,Cobblestone,6615,CT,14,7,7,0,5378,T,16,8,8,0,2305260/optic-vs-virtuspro-esl-one-new-york-2016
6/11/16,Dust2,4494,CT,16,14,2,0,5995,T,1,1,0,0,2303034/mousesports-vs-g2-esl-one-cologne-2016-main-qualifier
5/28/16,Mirage,7002,T,16,10,6,0,5598,CT,8,5,3,0,2302828/mix123-vs-winner-dreamhack-zowie-open-summer-2016-open-qualifier-1
10/31/15,Cobblestone,4682,T,9,8,1,0,4477,CT,16,7,9,0,2298982/rctic-vs-publiclirse-asus-rog-nordic-challenge
10/31/15,Mirage,4682,T,13,7,6,0,4477,CT,16,8,8,0,2298982/rctic-vs-publiclirse-asus-rog-nordic-challenge
6/5/16,Train,4869,T,10,6,4,0,4602,CT,16,9,7,0,2302962/ence-vs-tricked-dreamhack-zowie-open-summer-2016-closed-qualifier-2
6/5/16,Mirage,4869,T,16,12,4,0,4602,CT,5,3,2,0,2302962/ence-vs-tricked-dreamhack-zowie-open-summer-2016-closed-qualifier-2
6/5/16,Dust2,4869,T,16,9,7,0,4602,CT,6,6,0,0,2302962/ence-vs-tricked-dreamhack-zowie-open-summer-2016-closed-qualifier-2
7/7/16,Mirage,6207,T,9,7,2,0,6206,CT,16,8,8,0,2303380/paraguay-vs-colombia-world-championships-2016-south-american-qualifier
7/7/16,Dust2,6207,T,1,0,1,0,6206,CT,16,15,1,0,2303380/paraguay-vs-colombia-world-championships-2016-south-american-qualifier
1/17/16,Cache,6191,CT,16,10,6,0,6301,T,7,5,2,0,2300349/enemy-vs-splyce-mlg-americas-minor-championship
1/17/16,Inferno,6191,CT,16,8,8,0,6301,T,9,7,2,0,2300349/enemy-vs-splyce-mlg-americas-minor-championship
4/23/16,Cache,6849,T,16,7,9,0,6943,CT,8,8,0,0,2302326/n0-0rg-vs-un-named-dreamhack-regional-minor-championship-europe-open-qualifier-1
2/7/16,Cache,4781,CT,16,11,5,0,6699,T,8,4,4,0,2300642/refuse-vs-proskilledwhite-posk-esports-challenge
2/7/16,Mirage,4781,CT,16,12,4,0,6699,T,8,3,5,0,2300642/refuse-vs-proskilledwhite-posk-esports-challenge
2/27/16,Cache,5973,T,16,11,5,0,5310,CT,4,4,0,0,2301070/liquid-vs-hellraisers-mlg-columbus-2016-main-qualifier
2/27/16,Overpass,5973,T,7,6,1,0,5310,CT,16,9,7,0,2301070/liquid-vs-hellraisers-mlg-columbus-2016-main-qualifier
2/27/16,Dust2,5973,T,16,6,10,0,5310,CT,14,9,5,0,2301070/liquid-vs-hellraisers-mlg-columbus-2016-main-qualifier
9/18/16,Train,5752,T,9,3,6,0,5378,CT,16,12,4,0,2304840/cloud9-vs-virtuspro-dreamhack-zowie-open-bucharest-2016
9/18/16,Cobblestone,5752,T,9,9,0,0,5378,CT,16,6,10,0,2304840/cloud9-vs-virtuspro-dreamhack-zowie-open-bucharest-2016
2/12/16,Train,6057,T,7,3,4,0,6135,CT,16,12,4,0,2300752/mostly-harmless-vs-noble-cevo-gfinity-professional-season-9-placement-na
8/23/16,Mirage,5293,T,9,8,1,0,7077,CT,16,7,9,0,2304094/avant-garde-vs-parallax-esl-australia-nz-championship-season-2
12/5/15,Train,5974,CT,16,14,2,0,6261,T,1,1,0,0,2299710/clg-vs-3sup-northern-arena-2015
4/20/16,Cache,5176,CT,10,8,2,0,6248,T,16,7,9,0,2302229/inchk1ng-vs-themongolz-rising-stars-sea-promotional-cup
10/15/16,Overpass,7378,CT,16,9,7,0,6407,T,12,6,6,0,2305855/dreamchasers-vs-dendd-ownit-csgo-challenge
10/15/16,Train,7378,CT,16,7,9,0,6407,T,13,8,5,0,2305855/dreamchasers-vs-dendd-ownit-csgo-challenge
12/17/15,Mirage,5949,T,16,11,5,0,4894,CT,6,4,2,0,2299984/piter-vs-aligon-quickshot-arena-19
8/21/16,Mirage,7018,CT,26,5,10,11,7164,T,21,10,5,6,2304110/darkpassage-vs-youngthugs-ecs-season-2-eu-development-league-open-qualifier-3
12/1/15,Cobblestone,4643,CT,16,8,8,0,6301,T,10,7,3,0,2299578/denial-vs-splyce-esea-premier-season-20-north-america
12/1/15,Overpass,4643,CT,16,10,6,0,6301,T,5,5,0,0,2299578/denial-vs-splyce-esea-premier-season-20-north-america
5/8/16,Mirage,6680,T,16,7,9,0,6135,CT,9,8,1,0,2302566/echo-fox-vs-noble-mlg-regional-minor-north-america-qualifier
5/8/16,Dust2,6680,T,16,8,8,0,6135,CT,9,7,2,0,2302566/echo-fox-vs-noble-mlg-regional-minor-north-america-qualifier
12/19/15,Train,6578,T,16,11,5,0,6583,CT,13,4,9,0,2300020/play-it-cool-all-stars-vs-wh-play-it-cool-csgo-community-challenge
1/22/16,Cache,6651,CT,16,11,5,0,6469,T,4,4,0,0,2300420/gambit-vs-explosive-starladder-regional-minor-championship-cis
2/14/16,Cache,5974,CT,16,11,5,0,6711,T,5,4,1,0,2300790/clg-vs-potato-streamers-iem-katowice-2016-na-qualifier
4/28/16,Cache,6923,CT,16,11,5,0,6920,T,5,4,1,0,2302439/anox-vs-binary-dragons-gold-starladder-minor-cis-cologne-2016
9/22/16,Dust2,6946,CT,11,8,3,0,5422,T,16,7,9,0,2304997/magistra-vs-dignitas-wesg-2016-denmark
10/1/16,Cache,7020,CT,10,7,3,0,6651,T,16,8,8,0,2305217/spirit-vs-gambit-adrenaline-cyber-league-finals
10/1/16,Dust2,7020,CT,8,7,1,0,6651,T,16,8,8,0,2305217/spirit-vs-gambit-adrenaline-cyber-league-finals
5/28/16,Cache,7004,T,11,9,2,0,7005,CT,16,6,10,0,2302830/fguru-vs-ex-deathtrap-dreamhack-zowie-open-summer-2016-open-qualifier-1
1/23/17,Mirage,7566,T,16,3,13,0,6854,CT,13,12,1,0,2307504/playing-ducks-vs-warmonkeys-dolphin-cs-shoot-em-up-2
1/23/17,Dust2,7566,T,16,7,9,0,6854,CT,11,8,3,0,2307504/playing-ducks-vs-warmonkeys-dolphin-cs-shoot-em-up-2
8/30/16,Mirage,6000,T,16,3,12,1,6947,CT,19,12,3,4,2304337/trs-vs-teamone-liga-pro-gamersclub-aug-16
8/30/16,Train,6000,T,6,5,1,0,6947,CT,16,10,6,0,2304337/trs-vs-teamone-liga-pro-gamersclub-aug-16
2/12/16,Train,5907,T,16,11,5,0,6556,CT,8,4,4,0,2300753/winoutnet-vs-steamanalyst-cevo-gfinity-professional-season-9-placement-na
8/19/16,Cache,6792,T,11,7,4,0,6211,CT,16,8,8,0,2304030/prospects-vs-renegades-sl-i-league-s2-americas-qualifier
8/19/16,Cobblestone,6792,T,18,8,7,3,6211,CT,22,7,8,7,2304030/prospects-vs-renegades-sl-i-league-s2-americas-qualifier
6/15/16,Overpass,7019,T,9,7,2,0,6807,CT,16,8,8,0,2303094/ex-cph-wolves-vs-alpha-operation-kinguin-3
6/15/16,Mirage,7019,T,19,7,8,4,6807,CT,15,8,7,0,2303094/ex-cph-wolves-vs-alpha-operation-kinguin-3
6/15/16,Cobblestone,7019,T,16,11,5,0,6807,CT,5,4,1,0,2303094/ex-cph-wolves-vs-alpha-operation-kinguin-3
10/31/15,Cache,6287,CT,10,6,4,0,6344,T,16,9,7,0,2298983/torpedo-vs-mixcat-asus-rog-nordic-challenge
10/31/15,Mirage,6287,CT,11,7,4,0,6344,T,16,8,8,0,2298983/torpedo-vs-mixcat-asus-rog-nordic-challenge
3/12/16,Overpass,6353,CT,12,10,2,0,6774,T,16,5,11,0,2301293/mith-vs-signature-dreamhack-masters-malm-2016-asia-open-qualifier
1/28/16,Cache,6672,CT,16,10,6,0,6220,T,10,5,5,0,2300485/eu4ia-vs-epiphany-bolt-uprise-champions-cup-season-4-qualifier
8/24/16,Train,6468,T,11,6,5,0,7170,CT,16,9,7,0,2304100/legacy-vs-onestop-esl-australia-nz-championship-season-2
2/4/16,Inferno,5988,T,13,2,11,0,5422,CT,16,13,3,0,2300571/flipsid3-vs-dignitas-game-show-global-esports-cup-2016-finals
2/4/16,Cobblestone,5988,T,12,2,10,0,5422,CT,16,13,3,0,2300571/flipsid3-vs-dignitas-game-show-global-esports-cup-2016-finals
9/21/16,Nuke,6665,CT,12,6,6,0,5422,T,16,9,7,0,2304959/astralis-vs-dignitas-epicenter-moscow-eu-closed-qualifier
9/21/16,Mirage,6665,CT,16,7,9,0,5422,T,14,8,6,0,2304959/astralis-vs-dignitas-epicenter-moscow-eu-closed-qualifier
9/21/16,Cache,6665,CT,17,6,9,2,5422,T,19,9,6,4,2304959/astralis-vs-dignitas-epicenter-moscow-eu-closed-qualifier
4/20/16,Cache,6355,T,9,6,3,0,6747,CT,16,9,7,0,2302230/motv-vs-edg-rising-stars-sea-promotional-cup
3/3/16,Mirage,5378,CT,16,8,8,0,6667,T,13,7,6,0,2301173/virtuspro-vs-faze-iem-katowice-2016
8/21/16,Overpass,4602,CT,16,6,10,0,7161,T,14,9,5,0,2304112/tricked-vs-oa-ecs-season-2-eu-development-league-open-qualifier-3
6/11/16,Train,6667,CT,16,7,9,0,6651,T,11,8,3,0,2303035/faze-vs-gambit-esl-one-cologne-2016-main-qualifier
7/8/16,Cache,6202,CT,16,15,1,0,7075,T,0,0,0,0,2303381/peru-vs-bolivia-world-championships-2016-south-american-qualifier
7/8/16,Train,6202,CT,16,15,1,0,7075,T,0,0,0,0,2303381/peru-vs-bolivia-world-championships-2016-south-american-qualifier
5/8/16,Dust2,6973,CT,16,9,7,0,5922,T,8,6,2,0,2302576/kingdom-vs-dismay-mlg-regional-minor-north-america-qualifier
2/28/16,Cache,5988,CT,16,10,6,0,6118,T,5,5,0,0,2301085/flipsid3-vs-tempo-storm-mlg-columbus-2016-main-qualifier
2/28/16,Train,5988,CT,16,13,3,0,6118,T,5,2,3,0,2301085/flipsid3-vs-tempo-storm-mlg-columbus-2016-main-qualifier
11/29/15,Mirage,6502,T,2,1,1,0,4863,CT,16,14,2,0,2299567/born-of-fire-vs-tyloo-fulcrum-gamers-league
11/29/15,Cache,6502,T,5,4,1,0,4863,CT,16,11,5,0,2299567/born-of-fire-vs-tyloo-fulcrum-gamers-league
10/15/16,Cobblestone,7169,CT,16,10,6,0,7039,T,14,5,9,0,2305853/fnatic-academy-vs-archangels-ownit-csgo-challenge
10/15/16,Overpass,7169,CT,8,7,1,0,7039,T,16,8,8,0,2305853/fnatic-academy-vs-archangels-ownit-csgo-challenge
10/15/16,Train,7169,CT,8,6,2,0,7039,T,16,9,7,0,2305853/fnatic-academy-vs-archangels-ownit-csgo-challenge
12/5/15,Inferno,6117,CT,7,3,4,0,6239,T,16,12,4,0,2299711/ace-vs-nexus-northern-arena-2015
10/2/16,Cobblestone,4608,T,7,4,3,0,5973,CT,16,11,5,0,2305233/natus-vincere-vs-liquid-esl-one-new-york-2016
10/2/16,Train,4608,T,16,8,8,0,5973,CT,13,7,6,0,2305233/natus-vincere-vs-liquid-esl-one-new-york-2016
10/2/16,Dust2,4608,T,16,13,3,0,5973,CT,10,2,8,0,2305233/natus-vincere-vs-liquid-esl-one-new-york-2016
1/22/16,Train,6132,T,16,10,6,0,6408,CT,6,5,1,0,2300431/method-vs-arcade-starladder-regional-minor-championship-cis
1/22/16,Dust2,6132,T,11,7,4,0,6408,CT,16,8,8,0,2300431/method-vs-arcade-starladder-regional-minor-championship-cis
1/22/16,Mirage,6132,T,10,7,3,0,6408,CT,16,8,8,0,2300431/method-vs-arcade-starladder-regional-minor-championship-cis
2/14/16,Train,5974,CT,16,12,4,0,6712,T,8,3,5,0,2300791/clg-vs-mild-iem-katowice-2016-na-qualifier
2/14/16,Cobblestone,5974,CT,16,14,2,0,6712,T,8,1,7,0,2300791/clg-vs-mild-iem-katowice-2016-na-qualifier
12/18/15,Mirage,5572,T,7,4,3,0,5949,CT,16,11,5,0,2300003/onlinebots-vs-piter-quickshot-arena-19
12/18/15,Dust2,5572,T,17,6,9,2,5949,CT,19,9,6,4,2300003/onlinebots-vs-piter-quickshot-arena-19
5/28/16,Cobblestone,6896,CT,16,10,6,0,7006,T,10,5,5,0,2302832/pride-vs-toastbrot-dreamhack-zowie-open-summer-2016-open-qualifier-1
2/17/16,Inferno,6471,T,16,9,7,0,6405,CT,6,6,0,0,2300863/yp-vs-orgless-uprise-champions-cup-europe
2/17/16,Cache,6471,T,6,4,2,0,6405,CT,16,11,5,0,2300863/yp-vs-orgless-uprise-champions-cup-europe
2/17/16,Mirage,6471,T,19,4,11,4,6405,CT,22,11,4,7,2300863/yp-vs-orgless-uprise-champions-cup-europe
2/7/16,Mirage,6614,T,13,6,7,0,6699,CT,16,9,7,0,2300643/ezkatka-vs-proskilledwhite-posk-esports-challenge
2/7/16,Dust2,6614,T,16,10,6,0,6699,CT,11,5,6,0,2300643/ezkatka-vs-proskilledwhite-posk-esports-challenge
2/12/16,Dust2,6704,T,14,3,11,0,6638,CT,16,12,4,0,2300755/no-id-vs-ex-astral-authority-cevo-gfinity-professional-season-9-placement-na
2/7/16,Overpass,6614,T,16,13,3,0,6699,CT,6,2,4,0,2300643/ezkatka-vs-proskilledwhite-posk-esports-challenge
3/12/16,Mirage,6474,CT,16,7,9,0,6490,T,10,8,2,0,2301294/mvp-project-vs-t5-dreamhack-masters-malm-2016-asia-open-qualifier
5/5/16,Cache,6248,T,16,13,3,0,6342,CT,5,2,3,0,2302505/themongolz-vs-m0nster-pgl-kespa-regional-minor-championship-asia
9/22/16,Mirage,6665,T,16,8,8,0,4602,CT,7,7,0,0,2304998/astralis-vs-tricked-wesg-2016-denmark
10/2/16,Cache,7145,CT,10,2,8,0,6651,T,16,13,3,0,2305256/tengri-vs-gambit-adrenaline-cyber-league-finals
10/2/16,Cobblestone,7145,CT,12,6,6,0,6651,T,16,9,7,0,2305256/tengri-vs-gambit-adrenaline-cyber-league-finals
1/28/16,Mirage,5412,CT,5,4,1,0,6132,T,16,11,5,0,2300486/esuba-vs-method-uprise-champions-cup-season-4-qualifier
1/24/17,Cobblestone,7553,T,16,11,5,0,4610,CT,8,4,4,0,2307507/5fragsekb-vs-rush3d-dolphin-cs-shoot-em-up-2
1/24/17,Dust2,7553,T,12,10,2,0,4610,CT,16,5,11,0,2307507/5fragsekb-vs-rush3d-dolphin-cs-shoot-em-up-2
1/24/17,Overpass,7553,T,8,4,4,0,4610,CT,16,11,5,0,2307507/5fragsekb-vs-rush3d-dolphin-cs-shoot-em-up-2
8/24/16,Cache,7170,T,16,8,8,0,6468,CT,13,7,6,0,2304101/onestop-vs-legacy-esl-australia-nz-championship-season-2
4/23/16,Cobblestone,6807,CT,10,4,6,0,6368,T,16,11,5,0,2302323/alpha-vs-red-instinct-dreamhack-regional-minor-championship-europe-open-qualifier-1
11/1/15,Cache,4477,CT,8,6,2,0,6344,T,16,9,7,0,2298986/publiclirse-vs-mixcat-asus-rog-nordic-challenge
11/1/15,Mirage,4477,CT,13,8,5,0,6344,T,16,7,9,0,2298986/publiclirse-vs-mixcat-asus-rog-nordic-challenge
11/1/15,Cobblestone,4477,CT,16,7,9,0,6344,T,11,8,3,0,2298986/publiclirse-vs-mixcat-asus-rog-nordic-challenge
11/1/15,Inferno,4477,CT,6,4,2,0,6344,T,16,11,5,0,2298986/publiclirse-vs-mixcat-asus-rog-nordic-challenge
8/20/16,Train,6290,CT,4,4,0,0,7010,T,16,11,5,0,2304062/luminosity-vs-immortals-sl-i-league-s2-americas-qualifier
8/20/16,Mirage,6290,CT,9,6,3,0,7010,T,16,9,7,0,2304062/luminosity-vs-immortals-sl-i-league-s2-americas-qualifier
8/21/16,Mirage,6998,T,16,11,5,0,7018,CT,8,4,4,0,2304114/inetkoxtv-vs-darkpassage-ecs-season-2-eu-development-league-open-qualifier-3
4/20/16,Overpass,5176,T,16,4,12,0,6747,CT,14,11,3,0,2302237/inchk1ng-vs-edg-rising-stars-sea-promotional-cup
12/3/15,Cache,6518,T,3,2,1,0,4863,CT,16,13,3,0,2299642/fountain-of-fire-vs-tyloo-fulcrum-gamers-league
12/3/15,Inferno,6518,T,7,5,2,0,4863,CT,16,10,6,0,2299642/fountain-of-fire-vs-tyloo-fulcrum-gamers-league
6/16/16,Mirage,6871,T,3,2,1,0,4688,CT,16,13,3,0,2303105/secret-fe-vs-epsilon-operation-kinguin-3
6/16/16,Dust2,6871,T,7,4,3,0,4688,CT,16,11,5,0,2303105/secret-fe-vs-epsilon-operation-kinguin-3
2/4/16,Cobblestone,5991,T,9,8,1,0,5422,CT,16,7,9,0,2300585/envyus-vs-dignitas-game-show-global-esports-cup-2016-finals
2/4/16,Inferno,5991,T,5,4,1,0,5422,CT,16,11,5,0,2300585/envyus-vs-dignitas-game-show-global-esports-cup-2016-finals
10/15/16,Cobblestone,7378,CT,16,13,3,0,7039,T,2,2,0,0,2305854/dreamchasers-vs-archangels-ownit-csgo-challenge
10/15/16,Mirage,7378,CT,5,2,3,0,7039,T,16,13,3,0,2305854/dreamchasers-vs-archangels-ownit-csgo-challenge
10/15/16,Train,7378,CT,13,9,4,0,7039,T,16,6,10,0,2305854/dreamchasers-vs-archangels-ownit-csgo-challenge
7/8/16,Mirage,6210,T,7,5,2,0,6204,CT,16,10,6,0,2303382/chile-vs-venezuela-world-championships-2016-south-american-qualifier
7/8/16,Cache,6210,T,16,5,11,0,6204,CT,12,10,2,0,2303382/chile-vs-venezuela-world-championships-2016-south-american-qualifier
7/8/16,Cobblestone,6210,T,16,12,4,0,6204,CT,3,3,0,0,2303382/chile-vs-venezuela-world-championships-2016-south-american-qualifier
4/28/16,Mirage,6302,CT,16,14,2,0,6921,T,3,1,2,0,2302440/worst-players-vs-vesuvius-starladder-minor-cis-cologne-2016
3/3/16,Cache,6665,CT,16,13,3,0,6118,T,12,2,10,0,2301172/astralis-vs-tempo-storm-iem-katowice-2016
5/8/16,Train,6366,T,14,3,11,0,6975,CT,16,12,4,0,2302572/vault-vs-mostly-homeless-mlg-regional-minor-north-america-qualifier
5/8/16,Cobblestone,6366,T,16,8,8,0,6975,CT,14,7,7,0,2302572/vault-vs-mostly-homeless-mlg-regional-minor-north-america-qualifier
5/8/16,Dust2,6366,T,16,11,5,0,6975,CT,8,4,4,0,2302572/vault-vs-mostly-homeless-mlg-regional-minor-north-america-qualifier
9/1/16,Dust2,6587,CT,16,8,8,0,6947,T,10,7,3,0,2304367/remo-brave-vs-teamone-liga-pro-gamersclub-aug-16
9/1/16,Mirage,6587,CT,16,11,5,0,6947,T,14,4,10,0,2304367/remo-brave-vs-teamone-liga-pro-gamersclub-aug-16
6/12/16,Mirage,4863,CT,16,12,4,0,6301,T,14,3,11,0,2303037/tyloo-vs-splyce-esl-one-cologne-2016-main-qualifier
5/28/16,Cache,6408,CT,16,8,8,0,4736,T,13,7,6,0,2302831/arcade-vs-lions-dreamhack-zowie-open-summer-2016-open-qualifier-1
2/12/16,Inferno,5907,T,10,3,7,0,6135,CT,16,12,4,0,2300768/winoutnet-vs-noble-cevo-gfinity-professional-season-9-placement-na
2/28/16,Dust2,5974,T,16,6,10,0,6375,CT,13,9,4,0,2301086/clg-vs-vexed-mlg-columbus-2016-main-qualifier
2/28/16,Cobblestone,5974,T,3,3,0,0,6375,CT,16,12,4,0,2301086/clg-vs-vexed-mlg-columbus-2016-main-qualifier
2/28/16,Train,5974,T,16,8,8,0,6375,CT,13,7,6,0,2301086/clg-vs-vexed-mlg-columbus-2016-main-qualifier
3/12/16,Mirage,6776,CT,16,12,4,0,6777,T,11,3,8,0,2301297/savage-wolves-vs-mahameru-dreamhack-masters-malm-2016-asia-open-qualifier
12/18/15,Mirage,6220,CT,1,1,0,0,6574,T,16,14,2,0,2300004/epiphany-bolt-vs-ex-ussr-quickshot-arena-19
12/18/15,Cache,6220,CT,5,5,0,0,6574,T,16,10,6,0,2300004/epiphany-bolt-vs-ex-ussr-quickshot-arena-19
2/14/16,Inferno,5752,T,16,10,6,0,6713,CT,6,5,1,0,2300794/cloud9-vs-day-dreamers-iem-katowice-2016-na-qualifier
2/14/16,Cache,5752,T,16,6,10,0,6713,CT,11,9,2,0,2300794/cloud9-vs-day-dreamers-iem-katowice-2016-na-qualifier
8/24/16,Mirage,5680,T,16,9,7,0,4791,CT,9,6,3,0,2304102/athletico-vs-immunity-esl-australia-nz-championship-season-2
9/22/16,Cache,6807,CT,6,5,1,0,4591,T,16,10,6,0,2304996/alpha-vs-wizards-wesg-2016-denmark
2/17/16,Overpass,6685,CT,20,7,8,5,6405,T,22,8,7,7,2300864/ancient-vs-orgless-uprise-champions-cup-europe
2/17/16,Cache,6685,CT,9,5,4,0,6405,T,16,10,6,0,2300864/ancient-vs-orgless-uprise-champions-cup-europe
4/23/16,Inferno,6865,CT,10,8,2,0,4548,T,16,7,9,0,2302327/escape-vs-cph-wolves-dreamhack-regional-minor-championship-europe-open-qualifier-1
8/14/16,Dust2,7147,CT,4,4,0,0,7149,T,16,11,5,0,2303959/kotk-vs-swift-wesg-2016-middle-east
8/14/16,Mirage,7147,CT,6,3,3,0,7149,T,16,12,4,0,2303959/kotk-vs-swift-wesg-2016-middle-east
1/22/16,Cobblestone,6472,T,32,5,10,17,6651,CT,36,10,5,21,2300432/rebels-vs-gambit-starladder-regional-minor-championship-cis
1/22/16,Inferno,6472,T,14,6,8,0,6651,CT,16,9,7,0,2300432/rebels-vs-gambit-starladder-regional-minor-championship-cis
12/5/15,Dust2,6261,CT,14,4,10,0,6239,T,16,11,5,0,2299713/3sup-vs-nexus-northern-arena-2015
1/28/16,Cache,4736,T,14,6,8,0,4445,CT,16,9,7,0,2300487/lions-vs-fm-esports-uprise-champions-cup-season-4-qualifier
8/21/16,Train,4602,T,16,10,6,0,6998,CT,6,5,1,0,2304115/tricked-vs-inetkoxtv-ecs-season-2-eu-development-league-open-qualifier-3
4/21/16,Mirage,6899,T,9,6,3,0,5258,CT,16,9,7,0,2302240/lgd-vs-nxl-rising-stars-sea-promotional-cup
5/5/16,Train,6773,T,2,2,0,0,4791,CT,16,13,3,0,2302506/vgcyberzen-vs-immunity-pgl-kespa-regional-minor-championship-asia
2/7/16,Mirage,6410,CT,14,11,3,0,4781,T,16,4,12,0,2300644/neophyte-vs-refuse-posk-esports-challenge
2/7/16,Cache,6410,CT,11,6,5,0,4781,T,16,9,7,0,2300644/neophyte-vs-refuse-posk-esports-challenge
2/7/16,Inferno,6410,CT,9,6,3,0,4781,T,16,9,7,0,2300644/neophyte-vs-refuse-posk-esports-challenge
